Orthogroup	Sorghum	Rice
OG0002288	Sobic.001G106700.1.p pacid=37941504 transcript=Sobic.001G106700.1 locus=Sobic.001G106700 ID=Sobic.001G106700.1.v3.2 annot-version=v3.1.1	LOC_Os03g51640.1 pacid=33128571 transcript=LOC_Os03g51640.1 locus=LOC_Os03g51640 ID=LOC_Os03g51640.1.MSUv7.0 annot-version=v7.0
OG0001137	Sobic.001G444500.1.p pacid=37941512 transcript=Sobic.001G444500.1 locus=Sobic.001G444500 ID=Sobic.001G444500.1.v3.2 annot-version=v3.1.1	LOC_Os03g13200.1 pacid=33132298 transcript=LOC_Os03g13200.1 locus=LOC_Os03g13200 ID=LOC_Os03g13200.1.MSUv7.0 annot-version=v7.0
OG0003972	"Sobic.001G509500.1.p pacid=37941513 transcript=Sobic.001G509500.1 locus=Sobic.001G509500 ID=Sobic.001G509500.1.v3.2 annot-version=v3.1.1, Sobic.001G221500.1.p pacid=37942699 transcript=Sobic.001G221500.1 locus=Sobic.001G221500 ID=Sobic.001G221500.1.v3.2 annot-version=v3.1.1"	LOC_Os10g22380.1 pacid=33101395 transcript=LOC_Os10g22380.1 locus=LOC_Os10g22380 ID=LOC_Os10g22380.1.MSUv7.0 annot-version=v7.0
OG0008055	Sobic.001G417800.1.p pacid=37941514 transcript=Sobic.001G417800.1 locus=Sobic.001G417800 ID=Sobic.001G417800.1.v3.2 annot-version=v3.1.1	LOC_Os03g17020.1 pacid=33133063 transcript=LOC_Os03g17020.1 locus=LOC_Os03g17020 ID=LOC_Os03g17020.1.MSUv7.0 annot-version=v7.0
OG0002852	Sobic.001G196400.1.p pacid=37941515 transcript=Sobic.001G196400.1 locus=Sobic.001G196400 ID=Sobic.001G196400.1.v3.2 annot-version=v3.1.1	LOC_Os10g36830.1 pacid=33099482 transcript=LOC_Os10g36830.1 locus=LOC_Os10g36830 ID=LOC_Os10g36830.1.MSUv7.0 annot-version=v7.0
OG0001903	Sobic.001G471500.2.p pacid=37941516 transcript=Sobic.001G471500.2 locus=Sobic.001G471500 ID=Sobic.001G471500.2.v3.2 annot-version=v3.1.1	LOC_Os03g09870.1 pacid=33128258 transcript=LOC_Os03g09870.1 locus=LOC_Os03g09870 ID=LOC_Os03g09870.1.MSUv7.0 annot-version=v7.0
OG0015569	Sobic.001G029900.1.p pacid=37941520 transcript=Sobic.001G029900.1 locus=Sobic.001G029900 ID=Sobic.001G029900.1.v3.2 annot-version=v3.1.1	LOC_Os03g61060.1 pacid=33132757 transcript=LOC_Os03g61060.1 locus=LOC_Os03g61060 ID=LOC_Os03g61060.1.MSUv7.0 annot-version=v7.0
OG0011585	Sobic.001G491900.1.p pacid=37941521 transcript=Sobic.001G491900.1 locus=Sobic.001G491900 ID=Sobic.001G491900.1.v3.2 annot-version=v3.1.1	LOC_Os03g07190.1 pacid=33133645 transcript=LOC_Os03g07190.1 locus=LOC_Os03g07190 ID=LOC_Os03g07190.1.MSUv7.0 annot-version=v7.0
OG0003556	Sobic.001G340200.4.p pacid=37941522 transcript=Sobic.001G340200.4 locus=Sobic.001G340200 ID=Sobic.001G340200.4.v3.2 annot-version=v3.1.1	LOC_Os03g29760.2 pacid=33133269 transcript=LOC_Os03g29760.2 locus=LOC_Os03g29760 ID=LOC_Os03g29760.2.MSUv7.0 annot-version=v7.0
OG0004451	"Sobic.001G060500.1.p pacid=37941535 transcript=Sobic.001G060500.1 locus=Sobic.001G060500 ID=Sobic.001G060500.1.v3.2 annot-version=v3.1.1, Sobic.002G047000.2.p pacid=37955328 transcript=Sobic.002G047000.2 locus=Sobic.002G047000 ID=Sobic.002G047000.2.v3.2 annot-version=v3.1.1"	LOC_Os07g07490.1 pacid=33116907 transcript=LOC_Os07g07490.1 locus=LOC_Os07g07490 ID=LOC_Os07g07490.1.MSUv7.0 annot-version=v7.0
OG0000597	"Sobic.001G306200.1.p pacid=37941537 transcript=Sobic.001G306200.1 locus=Sobic.001G306200 ID=Sobic.001G306200.1.v3.2 annot-version=v3.1.1, Sobic.001G306500.1.p pacid=37943008 transcript=Sobic.001G306500.1 locus=Sobic.001G306500 ID=Sobic.001G306500.1.v3.2 annot-version=v3.1.1, Sobic.001G306400.1.p pacid=37945219 transcript=Sobic.001G306400.1 locus=Sobic.001G306400 ID=Sobic.001G306400.1.v3.2 annot-version=v3.1.1"	LOC_Os10g40090.1 pacid=33099153 transcript=LOC_Os10g40090.1 locus=LOC_Os10g40090 ID=LOC_Os10g40090.1.MSUv7.0 annot-version=v7.0
OG0006482	Sobic.001G040300.1.p pacid=37941539 transcript=Sobic.001G040300.1 locus=Sobic.001G040300 ID=Sobic.001G040300.1.v3.2 annot-version=v3.1.1	"LOC_Os04g34620.1 pacid=33113416 transcript=LOC_Os04g34620.1 locus=LOC_Os04g34620 ID=LOC_Os04g34620.1.MSUv7.0 annot-version=v7.0, LOC_Os02g33830.1 pacid=33135496 transcript=LOC_Os02g33830.1 locus=LOC_Os02g33830 ID=LOC_Os02g33830.1.MSUv7.0 annot-version=v7.0"
OG0014676	Sobic.001G240100.1.p pacid=37941540 transcript=Sobic.001G240100.1 locus=Sobic.001G240100 ID=Sobic.001G240100.1.v3.2 annot-version=v3.1.1	LOC_Os10g30080.1 pacid=33101967 transcript=LOC_Os10g30080.1 locus=LOC_Os10g30080 ID=LOC_Os10g30080.1.MSUv7.0 annot-version=v7.0
OG0001689	Sobic.001G489300.1.p pacid=37941543 transcript=Sobic.001G489300.1 locus=Sobic.001G489300 ID=Sobic.001G489300.1.v3.2 annot-version=v3.1.1	LOC_Os03g07430.1 pacid=33132104 transcript=LOC_Os03g07430.1 locus=LOC_Os03g07430 ID=LOC_Os03g07430.1.MSUv7.0 annot-version=v7.0
OG0009100	Sobic.001G148500.1.p pacid=37941544 transcript=Sobic.001G148500.1 locus=Sobic.001G148500 ID=Sobic.001G148500.1.v3.2 annot-version=v3.1.1	LOC_Os03g45344.1 pacid=33133408 transcript=LOC_Os03g45344.1 locus=LOC_Os03g45344 ID=LOC_Os03g45344.1.MSUv7.0 annot-version=v7.0
OG0006138	Sobic.001G127200.1.p pacid=37941547 transcript=Sobic.001G127200.1 locus=Sobic.001G127200 ID=Sobic.001G127200.1.v3.2 annot-version=v3.1.1	LOC_Os03g49170.1 pacid=33133401 transcript=LOC_Os03g49170.1 locus=LOC_Os03g49170 ID=LOC_Os03g49170.1.MSUv7.0 annot-version=v7.0
OG0003303	Sobic.001G316200.2.p pacid=37941548 transcript=Sobic.001G316200.2 locus=Sobic.001G316200 ID=Sobic.001G316200.2.v3.2 annot-version=v3.1.1	LOC_Os10g38900.1 pacid=33100465 transcript=LOC_Os10g38900.1 locus=LOC_Os10g38900 ID=LOC_Os10g38900.1.MSUv7.0 annot-version=v7.0
OG0000120	Sobic.001G492400.1.p pacid=37941553 transcript=Sobic.001G492400.1 locus=Sobic.001G492400 ID=Sobic.001G492400.1.v3.2 annot-version=v3.1.1	LOC_Os03g07140.1 pacid=33132139 transcript=LOC_Os03g07140.1 locus=LOC_Os03g07140 ID=LOC_Os03g07140.1.MSUv7.0 annot-version=v7.0
OG0015520	Sobic.001G525500.1.p pacid=37941554 transcript=Sobic.001G525500.1 locus=Sobic.001G525500 ID=Sobic.001G525500.1.v3.2 annot-version=v3.1.1	LOC_Os03g03280.1 pacid=33131184 transcript=LOC_Os03g03280.1 locus=LOC_Os03g03280 ID=LOC_Os03g03280.1.MSUv7.0 annot-version=v7.0
OG0010013	Sobic.001G353600.1.p pacid=37941555 transcript=Sobic.001G353600.1 locus=Sobic.001G353600 ID=Sobic.001G353600.1.v3.2 annot-version=v3.1.1	LOC_Os03g26791.1 pacid=33128833 transcript=LOC_Os03g26791.1 locus=LOC_Os03g26791 ID=LOC_Os03g26791.1.MSUv7.0 annot-version=v7.0
OG0000950	Sobic.001G408200.1.p pacid=37941556 transcript=Sobic.001G408200.1 locus=Sobic.001G408200 ID=Sobic.001G408200.1.v3.2 annot-version=v3.1.1	"LOC_Os08g37800.1 pacid=33102687 transcript=LOC_Os08g37800.1 locus=LOC_Os08g37800 ID=LOC_Os08g37800.1.MSUv7.0 annot-version=v7.0, LOC_Os03g17980.1 pacid=33130712 transcript=LOC_Os03g17980.1 locus=LOC_Os03g17980 ID=LOC_Os03g17980.1.MSUv7.0 annot-version=v7.0"
OG0011881	Sobic.001G295800.1.p pacid=37941562 transcript=Sobic.001G295800.1 locus=Sobic.001G295800 ID=Sobic.001G295800.1.v3.2 annot-version=v3.1.1	LOC_Os05g33860.1 pacid=33158817 transcript=LOC_Os05g33860.1 locus=LOC_Os05g33860 ID=LOC_Os05g33860.1.MSUv7.0 annot-version=v7.0
OG0000003	Sobic.001G319500.1.p pacid=37941563 transcript=Sobic.001G319500.1 locus=Sobic.001G319500 ID=Sobic.001G319500.1.v3.2 annot-version=v3.1.1	"LOC_Os10g34020.1 pacid=33099600 transcript=LOC_Os10g34020.1 locus=LOC_Os10g34020 ID=LOC_Os10g34020.1.MSUv7.0 annot-version=v7.0, LOC_Os10g38189.1 pacid=33100341 transcript=LOC_Os10g38189.1 locus=LOC_Os10g38189 ID=LOC_Os10g38189.1.MSUv7.0 annot-version=v7.0, LOC_Os10g38140.1 pacid=33100773 transcript=LOC_Os10g38140.1 locus=LOC_Os10g38140 ID=LOC_Os10g38140.1.MSUv7.0 annot-version=v7.0"
OG0004062	Sobic.001G483100.1.p pacid=37941564 transcript=Sobic.001G483100.1 locus=Sobic.001G483100 ID=Sobic.001G483100.1.v3.2 annot-version=v3.1.1	LOC_Os03g08280.1 pacid=33131873 transcript=LOC_Os03g08280.1 locus=LOC_Os03g08280 ID=LOC_Os03g08280.1.MSUv7.0 annot-version=v7.0
OG0002546	Sobic.001G222700.1.p pacid=37941565 transcript=Sobic.001G222700.1 locus=Sobic.001G222700 ID=Sobic.001G222700.1.v3.2 annot-version=v3.1.1	LOC_Os10g33250.1 pacid=33102206 transcript=LOC_Os10g33250.1 locus=LOC_Os10g33250 ID=LOC_Os10g33250.1.MSUv7.0 annot-version=v7.0
OG0008796	Sobic.001G077200.1.p pacid=37941569 transcript=Sobic.001G077200.1 locus=Sobic.001G077200 ID=Sobic.001G077200.1.v3.2 annot-version=v3.1.1	LOC_Os03g55830.1 pacid=33127439 transcript=LOC_Os03g55830.1 locus=LOC_Os03g55830 ID=LOC_Os03g55830.1.MSUv7.0 annot-version=v7.0
OG0007214	Sobic.001G428200.1.p pacid=37941573 transcript=Sobic.001G428200.1 locus=Sobic.001G428200 ID=Sobic.001G428200.1.v3.2 annot-version=v3.1.1	LOC_Os03g15720.2 pacid=33132193 transcript=LOC_Os03g15720.2 locus=LOC_Os03g15720 ID=LOC_Os03g15720.2.MSUv7.0 annot-version=v7.0
OG0007115	Sobic.001G151700.1.p pacid=37941574 transcript=Sobic.001G151700.1 locus=Sobic.001G151700 ID=Sobic.001G151700.1.v3.2 annot-version=v3.1.1	LOC_Os03g44820.1 pacid=33130676 transcript=LOC_Os03g44820.1 locus=LOC_Os03g44820 ID=LOC_Os03g44820.1.MSUv7.0 annot-version=v7.0
OG0002336	Sobic.001G013300.1.p pacid=37941575 transcript=Sobic.001G013300.1 locus=Sobic.001G013300 ID=Sobic.001G013300.1.v3.2 annot-version=v3.1.1	LOC_Os09g13880.1 pacid=33144226 transcript=LOC_Os09g13880.1 locus=LOC_Os09g13880 ID=LOC_Os09g13880.1.MSUv7.0 annot-version=v7.0
OG0007184	Sobic.001G286700.2.p pacid=37941577 transcript=Sobic.001G286700.2 locus=Sobic.001G286700 ID=Sobic.001G286700.2.v3.2 annot-version=v3.1.1	LOC_Os10g42490.1 pacid=33099054 transcript=LOC_Os10g42490.1 locus=LOC_Os10g42490 ID=LOC_Os10g42490.1.MSUv7.0 annot-version=v7.0
OG0010696	Sobic.001G067300.3.p pacid=37941580 transcript=Sobic.001G067300.3 locus=Sobic.001G067300 ID=Sobic.001G067300.3.v3.2 annot-version=v3.1.1	LOC_Os01g13190.1 pacid=33122986 transcript=LOC_Os01g13190.1 locus=LOC_Os01g13190 ID=LOC_Os01g13190.1.MSUv7.0 annot-version=v7.0
OG0009063	Sobic.001G039500.2.p pacid=37941585 transcript=Sobic.001G039500.2 locus=Sobic.001G039500 ID=Sobic.001G039500.2.v3.2 annot-version=v3.1.1	LOC_Os03g60150.1 pacid=33128011 transcript=LOC_Os03g60150.1 locus=LOC_Os03g60150 ID=LOC_Os03g60150.1.MSUv7.0 annot-version=v7.0
OG0003514	Sobic.001G404700.1.p pacid=37941586 transcript=Sobic.001G404700.1 locus=Sobic.001G404700 ID=Sobic.001G404700.1.v3.2 annot-version=v3.1.1	LOC_Os03g18430.1 pacid=33127976 transcript=LOC_Os03g18430.1 locus=LOC_Os03g18430 ID=LOC_Os03g18430.1.MSUv7.0 annot-version=v7.0
OG0003546	Sobic.001G163000.1.p pacid=37941591 transcript=Sobic.001G163000.1 locus=Sobic.001G163000 ID=Sobic.001G163000.1.v3.2 annot-version=v3.1.1	LOC_Os01g36760.1 pacid=33122353 transcript=LOC_Os01g36760.1 locus=LOC_Os01g36760 ID=LOC_Os01g36760.1.MSUv7.0 annot-version=v7.0
OG0009582	Sobic.001G517200.2.p pacid=37941592 transcript=Sobic.001G517200.2 locus=Sobic.001G517200 ID=Sobic.001G517200.2.v3.2 annot-version=v3.1.1	LOC_Os03g03930.1 pacid=33127850 transcript=LOC_Os03g03930.1 locus=LOC_Os03g03930 ID=LOC_Os03g03930.1.MSUv7.0 annot-version=v7.0
OG0005671	Sobic.001G149100.1.p pacid=37941594 transcript=Sobic.001G149100.1 locus=Sobic.001G149100 ID=Sobic.001G149100.1.v3.2 annot-version=v3.1.1	LOC_Os01g74600.1 pacid=33119438 transcript=LOC_Os01g74600.1 locus=LOC_Os01g74600 ID=LOC_Os01g74600.1.MSUv7.0 annot-version=v7.0
OG0004569	"Sobic.001G490950.1.p pacid=37941595 transcript=Sobic.001G490950.1 locus=Sobic.001G490950 ID=Sobic.001G490950.1.v3.2 annot-version=v3.1.1, Sobic.002G185900.1.p pacid=37955036 transcript=Sobic.002G185900.1 locus=Sobic.002G185900 ID=Sobic.002G185900.1.v3.2 annot-version=v3.1.1"	LOC_Os09g20550.1 pacid=33140767 transcript=LOC_Os09g20550.1 locus=LOC_Os09g20550 ID=LOC_Os09g20550.1.MSUv7.0 annot-version=v7.0
OG0005240	Sobic.001G403700.2.p pacid=37941596 transcript=Sobic.001G403700.2 locus=Sobic.001G403700 ID=Sobic.001G403700.2.v3.2 annot-version=v3.1.1	LOC_Os03g18550.1 pacid=33127042 transcript=LOC_Os03g18550.1 locus=LOC_Os03g18550 ID=LOC_Os03g18550.1.MSUv7.0 annot-version=v7.0
OG0008153	Sobic.001G285400.1.p pacid=37941604 transcript=Sobic.001G285400.1 locus=Sobic.001G285400 ID=Sobic.001G285400.1.v3.2 annot-version=v3.1.1	LOC_Os10g42620.1 pacid=33100298 transcript=LOC_Os10g42620.1 locus=LOC_Os10g42620 ID=LOC_Os10g42620.1.MSUv7.0 annot-version=v7.0
OG0009128	Sobic.001G152100.1.p pacid=37941605 transcript=Sobic.001G152100.1 locus=Sobic.001G152100 ID=Sobic.001G152100.1.v3.2 annot-version=v3.1.1	LOC_Os03g44760.1 pacid=33129570 transcript=LOC_Os03g44760.1 locus=LOC_Os03g44760 ID=LOC_Os03g44760.1.MSUv7.0 annot-version=v7.0
OG0005285	Sobic.001G449400.1.p pacid=37941606 transcript=Sobic.001G449400.1 locus=Sobic.001G449400 ID=Sobic.001G449400.1.v3.2 annot-version=v3.1.1	LOC_Os03g13100.1 pacid=33131456 transcript=LOC_Os03g13100.1 locus=LOC_Os03g13100 ID=LOC_Os03g13100.1.MSUv7.0 annot-version=v7.0
OG0012710	Sobic.001G525300.2.p pacid=37941608 transcript=Sobic.001G525300.2 locus=Sobic.001G525300 ID=Sobic.001G525300.2.v3.2 annot-version=v3.1.1	LOC_Os03g03320.1 pacid=33127684 transcript=LOC_Os03g03320.1 locus=LOC_Os03g03320 ID=LOC_Os03g03320.1.MSUv7.0 annot-version=v7.0
OG0006624	Sobic.001G433500.1.p pacid=37941609 transcript=Sobic.001G433500.1 locus=Sobic.001G433500 ID=Sobic.001G433500.1.v3.2 annot-version=v3.1.1	LOC_Os04g21710.1 pacid=33112300 transcript=LOC_Os04g21710.1 locus=LOC_Os04g21710 ID=LOC_Os04g21710.1.MSUv7.0 annot-version=v7.0
OG0000541	Sobic.001G354700.1.p pacid=37941610 transcript=Sobic.001G354700.1 locus=Sobic.001G354700 ID=Sobic.001G354700.1.v3.2 annot-version=v3.1.1	LOC_Os03g26530.1 pacid=33130424 transcript=LOC_Os03g26530.1 locus=LOC_Os03g26530 ID=LOC_Os03g26530.1.MSUv7.0 annot-version=v7.0
OG0005077	Sobic.001G249700.3.p pacid=37941611 transcript=Sobic.001G249700.3 locus=Sobic.001G249700 ID=Sobic.001G249700.3.v3.2 annot-version=v3.1.1	LOC_Os10g25600.1 pacid=33101179 transcript=LOC_Os10g25600.1 locus=LOC_Os10g25600 ID=LOC_Os10g25600.1.MSUv7.0 annot-version=v7.0
OG0006195	Sobic.001G093800.1.p pacid=37941624 transcript=Sobic.001G093800.1 locus=Sobic.001G093800 ID=Sobic.001G093800.1.v3.2 annot-version=v3.1.1	LOC_Os03g53280.1 pacid=33133336 transcript=LOC_Os03g53280.1 locus=LOC_Os03g53280 ID=LOC_Os03g53280.1.MSUv7.0 annot-version=v7.0
OG0014889	Sobic.001G227500.1.p pacid=37941626 transcript=Sobic.001G227500.1 locus=Sobic.001G227500 ID=Sobic.001G227500.1.v3.2 annot-version=v3.1.1	LOC_Os04g24610.1 pacid=33110343 transcript=LOC_Os04g24610.1 locus=LOC_Os04g24610 ID=LOC_Os04g24610.1.MSUv7.0 annot-version=v7.0
OG0009556	Sobic.001G373800.1.p pacid=37941627 transcript=Sobic.001G373800.1 locus=Sobic.001G373800 ID=Sobic.001G373800.1.v3.2 annot-version=v3.1.1	LOC_Os03g22570.1 pacid=33128055 transcript=LOC_Os03g22570.1 locus=LOC_Os03g22570 ID=LOC_Os03g22570.1.MSUv7.0 annot-version=v7.0
OG0001022	Sobic.001G076000.1.p pacid=37941631 transcript=Sobic.001G076000.1 locus=Sobic.001G076000 ID=Sobic.001G076000.1.v3.2 annot-version=v3.1.1	LOC_Os03g56000.1 pacid=33131656 transcript=LOC_Os03g56000.1 locus=LOC_Os03g56000 ID=LOC_Os03g56000.1.MSUv7.0 annot-version=v7.0
OG0017497	Sobic.001G112550.1.p pacid=37941632 transcript=Sobic.001G112550.1 locus=Sobic.001G112550 ID=Sobic.001G112550.1.v3.2 annot-version=v3.1.1	LOC_Os03g50900.1 pacid=33132775 transcript=LOC_Os03g50900.1 locus=LOC_Os03g50900 ID=LOC_Os03g50900.1.MSUv7.0 annot-version=v7.0
OG0015589	Sobic.001G527500.1.p pacid=37941637 transcript=Sobic.001G527500.1 locus=Sobic.001G527500 ID=Sobic.001G527500.1.v3.2 annot-version=v3.1.1	LOC_Os03g03000.1 pacid=33133387 transcript=LOC_Os03g03000.1 locus=LOC_Os03g03000 ID=LOC_Os03g03000.1.MSUv7.0 annot-version=v7.0
OG0008968	Sobic.001G396200.1.p pacid=37941638 transcript=Sobic.001G396200.1 locus=Sobic.001G396200 ID=Sobic.001G396200.1.v3.2 annot-version=v3.1.1	LOC_Os03g19390.1 pacid=33133593 transcript=LOC_Os03g19390.1 locus=LOC_Os03g19390 ID=LOC_Os03g19390.1.MSUv7.0 annot-version=v7.0
OG0012089	Sobic.001G513200.1.p pacid=37941639 transcript=Sobic.001G513200.1 locus=Sobic.001G513200 ID=Sobic.001G513200.1.v3.2 annot-version=v3.1.1	"LOC_Os06g13999.1 pacid=33145492 transcript=LOC_Os06g13999.1 locus=LOC_Os06g13999 ID=LOC_Os06g13999.1.MSUv7.0 annot-version=v7.0, LOC_Os06g48310.1 pacid=33149383 transcript=LOC_Os06g48310.1 locus=LOC_Os06g48310 ID=LOC_Os06g48310.1.MSUv7.0 annot-version=v7.0, LOC_Os06g13839.1 pacid=33149751 transcript=LOC_Os06g13839.1 locus=LOC_Os06g13839 ID=LOC_Os06g13839.1.MSUv7.0 annot-version=v7.0"
OG0000562	Sobic.001G349800.1.p pacid=37941640 transcript=Sobic.001G349800.1 locus=Sobic.001G349800 ID=Sobic.001G349800.1.v3.2 annot-version=v3.1.1	LOC_Os03g27370.1 pacid=33127915 transcript=LOC_Os03g27370.1 locus=LOC_Os03g27370 ID=LOC_Os03g27370.1.MSUv7.0 annot-version=v7.0
OG0006726	Sobic.001G543300.1.p pacid=37941643 transcript=Sobic.001G543300.1 locus=Sobic.001G543300 ID=Sobic.001G543300.1.v3.2 annot-version=v3.1.1	LOC_Os03g01190.1 pacid=33127813 transcript=LOC_Os03g01190.1 locus=LOC_Os03g01190 ID=LOC_Os03g01190.1.MSUv7.0 annot-version=v7.0
OG0009706	Sobic.001G178300.1.p pacid=37941645 transcript=Sobic.001G178300.1 locus=Sobic.001G178300 ID=Sobic.001G178300.1.v3.2 annot-version=v3.1.1	LOC_Os03g38990.1 pacid=33131349 transcript=LOC_Os03g38990.1 locus=LOC_Os03g38990 ID=LOC_Os03g38990.1.MSUv7.0 annot-version=v7.0
OG0013770	Sobic.001G151900.2.p pacid=37941648 transcript=Sobic.001G151900.2 locus=Sobic.001G151900 ID=Sobic.001G151900.2.v3.2 annot-version=v3.1.1	LOC_Os03g44800.1 pacid=33133150 transcript=LOC_Os03g44800.1 locus=LOC_Os03g44800 ID=LOC_Os03g44800.1.MSUv7.0 annot-version=v7.0
OG0006103	Sobic.001G442500.1.p pacid=37941651 transcript=Sobic.001G442500.1 locus=Sobic.001G442500 ID=Sobic.001G442500.1.v3.2 annot-version=v3.1.1	LOC_Os03g13520.1 pacid=33132375 transcript=LOC_Os03g13520.1 locus=LOC_Os03g13520 ID=LOC_Os03g13520.1.MSUv7.0 annot-version=v7.0
OG0015568	Sobic.001G189600.1.p pacid=37941654 transcript=Sobic.001G189600.1 locus=Sobic.001G189600 ID=Sobic.001G189600.1.v3.2 annot-version=v3.1.1	LOC_Os03g36439.1 pacid=33132739 transcript=LOC_Os03g36439.1 locus=LOC_Os03g36439 ID=LOC_Os03g36439.1.MSUv7.0 annot-version=v7.0
OG0017229	Sobic.001G239100.1.p pacid=37941655 transcript=Sobic.001G239100.1 locus=Sobic.001G239100 ID=Sobic.001G239100.1.v3.2 annot-version=v3.1.1	LOC_Os10g30200.1 pacid=33102363 transcript=LOC_Os10g30200.1 locus=LOC_Os10g30200 ID=LOC_Os10g30200.1.MSUv7.0 annot-version=v7.0
OG0000155	Sobic.001G422300.1.p pacid=37941656 transcript=Sobic.001G422300.1 locus=Sobic.001G422300 ID=Sobic.001G422300.1.v3.2 annot-version=v3.1.1	LOC_Os03g16610.1 pacid=33131068 transcript=LOC_Os03g16610.1 locus=LOC_Os03g16610 ID=LOC_Os03g16610.1.MSUv7.0 annot-version=v7.0
OG0015503	Sobic.001G155900.1.p pacid=37941657 transcript=Sobic.001G155900.1 locus=Sobic.001G155900 ID=Sobic.001G155900.1.v3.2 annot-version=v3.1.1	LOC_Os03g44250.1 pacid=33130671 transcript=LOC_Os03g44250.1 locus=LOC_Os03g44250 ID=LOC_Os03g44250.1.MSUv7.0 annot-version=v7.0
OG0000492	Sobic.001G339801.1.p pacid=37941658 transcript=Sobic.001G339801.1 locus=Sobic.001G339801 ID=Sobic.001G339801.1.v3.2 annot-version=v3.1.1	"LOC_Os03g29770.1 pacid=33128979 transcript=LOC_Os03g29770.1 locus=LOC_Os03g29770 ID=LOC_Os03g29770.1.MSUv7.0 annot-version=v7.0, LOC_Os11g30180.1 pacid=33161714 transcript=LOC_Os11g30180.1 locus=LOC_Os11g30180 ID=LOC_Os11g30180.1.MSUv7.0 annot-version=v7.0"
OG0004305	Sobic.001G405300.1.p pacid=37941659 transcript=Sobic.001G405300.1 locus=Sobic.001G405300 ID=Sobic.001G405300.1.v3.2 annot-version=v3.1.1	LOC_Os03g18310.1 pacid=33129910 transcript=LOC_Os03g18310.1 locus=LOC_Os03g18310 ID=LOC_Os03g18310.1.MSUv7.0 annot-version=v7.0
OG0007047	Sobic.001G306700.1.p pacid=37941663 transcript=Sobic.001G306700.1 locus=Sobic.001G306700 ID=Sobic.001G306700.1.v3.2 annot-version=v3.1.1	LOC_Os02g02590.1 pacid=33138537 transcript=LOC_Os02g02590.1 locus=LOC_Os02g02590 ID=LOC_Os02g02590.1.MSUv7.0 annot-version=v7.0
OG0007843	Sobic.001G512900.1.p pacid=37941664 transcript=Sobic.001G512900.1 locus=Sobic.001G512900 ID=Sobic.001G512900.1.v3.2 annot-version=v3.1.1	LOC_Os03g04400.1 pacid=33128975 transcript=LOC_Os03g04400.1 locus=LOC_Os03g04400 ID=LOC_Os03g04400.1.MSUv7.0 annot-version=v7.0
OG0013722	Sobic.001G075900.1.p pacid=37941665 transcript=Sobic.001G075900.1 locus=Sobic.001G075900 ID=Sobic.001G075900.1.v3.2 annot-version=v3.1.1	LOC_Os03g56010.1 pacid=33130372 transcript=LOC_Os03g56010.1 locus=LOC_Os03g56010 ID=LOC_Os03g56010.1.MSUv7.0 annot-version=v7.0
OG0014637	Sobic.001G320900.1.p pacid=37941667 transcript=Sobic.001G320900.1 locus=Sobic.001G320900 ID=Sobic.001G320900.1.v3.2 annot-version=v3.1.1	LOC_Os10g37920.1 pacid=33100419 transcript=LOC_Os10g37920.1 locus=LOC_Os10g37920 ID=LOC_Os10g37920.1.MSUv7.0 annot-version=v7.0
OG0002254	Sobic.001G230100.1.p pacid=37941670 transcript=Sobic.001G230100.1 locus=Sobic.001G230100 ID=Sobic.001G230100.1.v3.2 annot-version=v3.1.1	LOC_Os10g31950.1 pacid=33102088 transcript=LOC_Os10g31950.1 locus=LOC_Os10g31950 ID=LOC_Os10g31950.1.MSUv7.0 annot-version=v7.0
OG0007118	Sobic.001G368800.1.p pacid=37941673 transcript=Sobic.001G368800.1 locus=Sobic.001G368800 ID=Sobic.001G368800.1.v3.2 annot-version=v3.1.1	LOC_Os03g23970.1 pacid=33130791 transcript=LOC_Os03g23970.1 locus=LOC_Os03g23970 ID=LOC_Os03g23970.1.MSUv7.0 annot-version=v7.0
OG0003240	Sobic.001G298500.1.p pacid=37941674 transcript=Sobic.001G298500.1 locus=Sobic.001G298500 ID=Sobic.001G298500.1.v3.2 annot-version=v3.1.1	LOC_Os10g41060.1 pacid=33099902 transcript=LOC_Os10g41060.1 locus=LOC_Os10g41060 ID=LOC_Os10g41060.1.MSUv7.0 annot-version=v7.0
OG0002580	Sobic.001G355000.1.p pacid=37941675 transcript=Sobic.001G355000.1 locus=Sobic.001G355000 ID=Sobic.001G355000.1.v3.2 annot-version=v3.1.1	LOC_Os03g26460.1 pacid=33133331 transcript=LOC_Os03g26460.1 locus=LOC_Os03g26460 ID=LOC_Os03g26460.1.MSUv7.0 annot-version=v7.0
OG0009873	Sobic.001G513000.1.p pacid=37941676 transcript=Sobic.001G513000.1 locus=Sobic.001G513000 ID=Sobic.001G513000.1.v3.2 annot-version=v3.1.1	LOC_Os03g04390.1 pacid=33129170 transcript=LOC_Os03g04390.1 locus=LOC_Os03g04390 ID=LOC_Os03g04390.1.MSUv7.0 annot-version=v7.0
OG0012325	Sobic.001G528900.1.p pacid=37941677 transcript=Sobic.001G528900.1 locus=Sobic.001G528900 ID=Sobic.001G528900.1.v3.2 annot-version=v3.1.1	LOC_Os03g02820.1 pacid=33128162 transcript=LOC_Os03g02820.1 locus=LOC_Os03g02820 ID=LOC_Os03g02820.1.MSUv7.0 annot-version=v7.0
